t[s],theta[rad],v[rad/s],a[rad/s^2],v0
4.703,-0.647472,0.2359,5.917117,-2.0
4.704,-0.64723,0.2418,5.915225,-2.0
4.705,-0.646982,0.2477,5.913286,-2.0
4.706,-0.646729,0.2537,5.9113,-2.0
4.707,-0.646469,0.2596,5.909268,-2.0
4.708,-0.646204,0.2655,5.907189,-2.0
4.709,-0.645932,0.2714,5.905063,-2.0
4.71,-0.645655,0.2773,5.902891,-2.0
4.711,-0.645372,0.2832,5.900672,-2.0
4.712,-0.645083,0.2891,5.898406,-2.0
4.713,-0.644788,0.295,5.896093,-2.0
4.714,-0.644487,0.3009,5.893734,-2.0
4.715,-0.64418,0.3068,5.891328,-2.0
4.716,-0.643868,0.3127,5.888875,-2.0
4.717,-0.643549,0.3186,5.886376,-2.0
4.718,-0.643225,0.3244,5.883829,-2.0
4.719,-0.642894,0.3303,5.881236,-2.0
4.72,-0.642558,0.3362,5.878596,-2.0
4.721,-0.642216,0.3421,5.875909,-2.0
4.722,-0.641868,0.348,5.873175,-2.0
4.723,-0.641514,0.3538,5.870394,-2.0
4.724,-0.641154,0.3597,5.867567,-2.0
4.725,-0.640789,0.3656,5.864692,-2.0
4.726,-0.640417,0.3714,5.861771,-2.0
4.727,-0.64004,0.3773,5.858803,-2.0
4.728,-0.639657,0.3832,5.855787,-2.0
4.729,-0.639268,0.389,5.852725,-2.0
4.73,-0.638873,0.3949,5.849616,-2.0
4.731,-0.638472,0.4007,5.84646,-2.0
4.732,-0.638066,0.4066,5.843257,-2.0
4.733,-0.637653,0.4124,5.840007,-2.0
4.734,-0.637235,0.4182,5.836709,-2.0
4.735,-0.636811,0.4241,5.833365,-2.0
4.736,-0.636381,0.4299,5.829974,-2.0
4.737,-0.635945,0.4357,5.826535,-2.0
4.738,-0.635504,0.4416,5.82305,-2.0
4.739,-0.635056,0.4474,5.819517,-2.0
4.74,-0.634603,0.4532,5.815937,-2.0
4.741,-0.634144,0.459,5.81231,-2.0
4.742,-0.633679,0.4648,5.808636,-2.0
4.743,-0.633209,0.4707,5.804915,-2.0
4.744,-0.632732,0.4765,5.801146,-2.0
4.745,-0.63225,0.4823,5.79733,-2.0
4.746,-0.631762,0.4881,5.793467,-2.0
4.747,-0.631268,0.4938,5.789557,-2.0
4.748,-0.630768,0.4996,5.785599,-2.0
4.749,-0.630263,0.5054,5.781595,-2.0
4.75,-0.629752,0.5112,5.777542,-2.0
4.751,-0.629235,0.517,5.773443,-2.0
4.752,-0.628712,0.5228,5.769296,-2.0
4.753,-0.628184,0.5285,5.765102,-2.0
4.754,-0.627649,0.5343,5.76086,-2.0
4.755,-0.627109,0.5401,5.756571,-2.0
4.756,-0.626563,0.5458,5.752235,-2.0
4.757,-0.626012,0.5516,5.747851,-2.0
4.758,-0.625454,0.5573,5.743419,-2.0
4.759,-0.624891,0.5631,5.738941,-2.0
4.76,-0.624323,0.5688,5.734414,-2.0
4.761,-0.623748,0.5745,5.72984,-2.0
4.762,-0.623168,0.5803,5.725219,-2.0
4.763,-0.622582,0.586,5.72055,-2.0
4.764,-0.62199,0.5917,5.715834,-2.0
4.765,-0.621393,0.5974,5.71107,-2.0
4.766,-0.62079,0.6031,5.706258,-2.0
4.767,-0.620181,0.6088,5.701399,-2.0
4.768,-0.619566,0.6145,5.696492,-2.0
4.769,-0.618946,0.6202,5.691537,-2.0
4.77,-0.61832,0.6259,5.686535,-2.0
4.771,-0.617689,0.6316,5.681485,-2.0
4.772,-0.617051,0.6373,5.676387,-2.0
4.773,-0.616408,0.643,5.671241,-2.0
4.774,-0.61576,0.6486,5.666048,-2.0
4.775,-0.615105,0.6543,5.660807,-2.0
4.776,-0.614445,0.66,5.655518,-2.0
4.777,-0.61378,0.6656,5.650181,-2.0
4.778,-0.613108,0.6713,5.644797,-2.0
4.779,-0.612432,0.6769,5.639365,-2.0
4.78,-0.611749,0.6826,5.633884,-2.0
4.781,-0.611061,0.6882,5.628356,-2.0
4.782,-0.610367,0.6938,5.62278,-2.0
4.783,-0.609668,0.6994,5.617156,-2.0
4.784,-0.608962,0.7051,5.611484,-2.0
4.785,-0.608252,0.7107,5.605764,-2.0
4.786,-0.607536,0.7163,5.599997,-2.0
4.787,-0.606814,0.7219,5.594181,-2.0
4.788,-0.606086,0.7275,5.588317,-2.0
4.789,-0.605353,0.7331,5.582405,-2.0
4.79,-0.604614,0.7386,5.576445,-2.0
4.791,-0.60387,0.7442,5.570437,-2.0
4.792,-0.60312,0.7498,5.564381,-2.0
4.793,-0.602365,0.7554,5.558277,-2.0
4.794,-0.601604,0.7609,5.552124,-2.0
4.795,-0.600838,0.7665,5.545924,-2.0
4.796,-0.600066,0.772,5.539675,-2.0
4.797,-0.599288,0.7775,5.533378,-2.0
4.798,-0.598505,0.7831,5.527033,-2.0
4.799,-0.597717,0.7886,5.52064,-2.0
4.8,-0.596922,0.7941,5.514199,-2.0
4.801,-0.596123,0.7996,5.507709,-2.0
4.802,-0.595318,0.8052,5.501171,-2.0
4.803,-0.594507,0.8107,5.494585,-2.0
4.804,-0.593691,0.8161,5.48795,-2.0
4.805,-0.592869,0.8216,5.481267,-2.0
4.806,-0.592042,0.8271,5.474536,-2.0
4.807,-0.591209,0.8326,5.467757,-2.0
4.808,-0.590371,0.8381,5.460929,-2.0
4.809,-0.589528,0.8435,5.454053,-2.0
4.81,-0.588679,0.849,5.447128,-2.0
4.811,-0.587825,0.8544,5.440155,-2.0
4.812,-0.586965,0.8599,5.433134,-2.0
4.813,-0.586099,0.8653,5.426064,-2.0
4.814,-0.585229,0.8707,5.418946,-2.0
4.815,-0.584352,0.8761,5.411779,-2.0
4.816,-0.583471,0.8815,5.404564,-2.0
4.817,-0.582584,0.887,5.3973,-2.0
4.818,-0.581692,0.8924,5.389988,-2.0
4.819,-0.580794,0.8977,5.382628,-2.0
4.82,-0.579891,0.9031,5.375218,-2.0
4.821,-0.578982,0.9085,5.367761,-2.0
4.822,-0.578068,0.9139,5.360255,-2.0
4.823,-0.577149,0.9192,5.3527,-2.0
4.824,-0.576225,0.9246,5.345097,-2.0
4.825,-0.575295,0.9299,5.337445,-2.0
4.826,-0.574359,0.9353,5.329745,-2.0
4.827,-0.573419,0.9406,5.321996,-2.0
4.828,-0.572473,0.9459,5.314198,-2.0
4.829,-0.571522,0.9512,5.306352,-2.0
4.83,-0.570565,0.9565,5.298457,-2.0
4.831,-0.569603,0.9618,5.290514,-2.0
4.832,-0.568636,0.9671,5.282522,-2.0
4.833,-0.567664,0.9724,5.274481,-2.0
4.834,-0.566686,0.9777,5.266392,-2.0
4.835,-0.565703,0.9829,5.258254,-2.0
4.836,-0.564715,0.9882,5.250067,-2.0
4.837,-0.563721,0.9935,5.241832,-2.0
4.838,-0.562723,0.9987,5.233548,-2.0
4.839,-0.561719,1.0039,5.225215,-2.0
4.84,-0.56071,1.0092,5.216834,-2.0
4.841,-0.559695,1.0144,5.208404,-2.0
4.842,-0.558676,1.0196,5.199925,-2.0
4.843,-0.557651,1.0248,5.191398,-2.0
4.844,-0.556621,1.03,5.182822,-2.0
4.845,-0.555586,1.0352,5.174197,-2.0
4.846,-0.554546,1.0403,5.165524,-2.0
4.847,-0.5535,1.0455,5.156802,-2.0
4.848,-0.552449,1.0507,5.148031,-2.0
4.849,-0.551394,1.0558,5.139211,-2.0
4.85,-0.550333,1.0609,5.130343,-2.0
4.851,-0.549267,1.0661,5.121426,-2.0
4.852,-0.548195,1.0712,5.112461,-2.0
4.853,-0.547119,1.0763,5.103446,-2.0
4.854,-0.546038,1.0814,5.094383,-2.0
4.855,-0.544951,1.0865,5.085272,-2.0
4.856,-0.54386,1.0916,5.076111,-2.0
4.857,-0.542763,1.0967,5.066902,-2.0
4.858,-0.541661,1.1017,5.057644,-2.0
4.859,-0.540554,1.1068,5.048338,-2.0
4.86,-0.539443,1.1118,5.038983,-2.0
4.861,-0.538326,1.1169,5.029579,-2.0
4.862,-0.537204,1.1219,5.020127,-2.0
4.863,-0.536077,1.1269,5.010625,-2.0
4.864,-0.534945,1.1319,5.001076,-2.0
4.865,-0.533808,1.1369,4.991477,-2.0
4.866,-0.532666,1.1419,4.98183,-2.0
4.867,-0.531519,1.1469,4.972135,-2.0
4.868,-0.530367,1.1519,4.96239,-2.0
4.869,-0.52921,1.1568,4.952597,-2.0
4.87,-0.528049,1.1618,4.942756,-2.0
4.871,-0.526882,1.1667,4.932866,-2.0
4.872,-0.52571,1.1717,4.922927,-2.0
4.873,-0.524534,1.1766,4.91294,-2.0
4.874,-0.523352,1.1815,4.902904,-2.0
4.875,-0.522166,1.1864,4.89282,-2.0
4.876,-0.520974,1.1913,4.882687,-2.0
4.877,-0.519778,1.1962,4.872506,-2.0
4.878,-0.518577,1.2011,4.862276,-2.0
4.879,-0.517371,1.2059,4.851998,-2.0
4.88,-0.51616,1.2108,4.841671,-2.0
4.881,-0.514945,1.2156,4.831296,-2.0
4.882,-0.513724,1.2204,4.820872,-2.0
4.883,-0.512499,1.2253,4.8104,-2.0
4.884,-0.511269,1.2301,4.79988,-2.0
4.885,-0.510034,1.2349,4.789311,-2.0
4.886,-0.508795,1.2397,4.778694,-2.0
4.887,-0.50755,1.2444,4.768029,-2.0
4.888,-0.506301,1.2492,4.757315,-2.0
4.889,-0.505047,1.254,4.746553,-2.0
4.89,-0.503788,1.2587,4.735743,-2.0
4.891,-0.502525,1.2635,4.724885,-2.0
4.892,-0.501257,1.2682,4.713978,-2.0
4.893,-0.499984,1.2729,4.703024,-2.0
4.894,-0.498706,1.2776,4.692021,-2.0
4.895,-0.497424,1.2823,4.68097,-2.0
4.896,-0.496137,1.287,4.669871,-2.0
4.897,-0.494845,1.2916,4.658724,-2.0
4.898,-0.493549,1.2963,4.647529,-2.0
4.899,-0.492248,1.3009,4.636285,-2.0
4.9,-0.490942,1.3056,4.624994,-2.0
4.901,-0.489632,1.3102,4.613655,-2.0
4.902,-0.488317,1.3148,4.602269,-2.0
4.903,-0.486998,1.3194,4.590834,-2.0
4.904,-0.485674,1.324,4.579351,-2.0
4.905,-0.484345,1.3286,4.567821,-2.0
4.906,-0.483012,1.3332,4.556243,-2.0
4.907,-0.481674,1.3377,4.544617,-2.0
4.908,-0.480332,1.3423,4.532944,-2.0
4.909,-0.478985,1.3468,4.521223,-2.0
4.91,-0.477634,1.3513,4.509454,-2.0
4.911,-0.476278,1.3558,4.497638,-2.0
4.912,-0.474918,1.3603,4.485774,-2.0
4.913,-0.473553,1.3648,4.473863,-2.0
4.914,-0.472184,1.3693,4.461904,-2.0
4.915,-0.47081,1.3737,4.449898,-2.0
4.916,-0.469432,1.3782,4.437845,-2.0
4.917,-0.468049,1.3826,4.425744,-2.0
4.918,-0.466662,1.3871,4.413596,-2.0
4.919,-0.465271,1.3915,4.401401,-2.0
4.92,-0.463875,1.3959,4.389159,-2.0
4.921,-0.462475,1.4003,4.37687,-2.0
4.922,-0.46107,1.4046,4.364534,-2.0
4.923,-0.459661,1.409,4.35215,-2.0
4.924,-0.458248,1.4134,4.33972,-2.0
4.925,-0.45683,1.4177,4.327243,-2.0
4.926,-0.455408,1.422,4.314719,-2.0
4.927,-0.453982,1.4263,4.302148,-2.0
4.928,-0.452551,1.4306,4.289531,-2.0
4.929,-0.451116,1.4349,4.276867,-2.0
4.93,-0.449677,1.4392,4.264156,-2.0
4.931,-0.448233,1.4435,4.251399,-2.0
4.932,-0.446786,1.4477,4.238596,-2.0
4.933,-0.445334,1.452,4.225746,-2.0
4.934,-0.443877,1.4562,4.212849,-2.0
4.935,-0.442417,1.4604,4.199907,-2.0
4.936,-0.440952,1.4646,4.186918,-2.0
4.937,-0.439484,1.4688,4.173883,-2.0
4.938,-0.438011,1.473,4.160802,-2.0
4.939,-0.436534,1.4771,4.147675,-2.0
4.94,-0.435052,1.4813,4.134501,-2.0
4.941,-0.433567,1.4854,4.121283,-2.0
4.942,-0.432077,1.4895,4.108018,-2.0
4.943,-0.430584,1.4936,4.094707,-2.0
4.944,-0.429086,1.4977,4.081351,-2.0
4.945,-0.427584,1.5018,4.067949,-2.0
4.946,-0.426078,1.5059,4.054502,-2.0
4.947,-0.424568,1.5099,4.041009,-2.0
4.948,-0.423054,1.514,4.027471,-2.0
4.949,-0.421536,1.518,4.013888,-2.0
4.95,-0.420014,1.522,4.00026,-2.0
4.951,-0.418488,1.526,3.986586,-2.0
4.952,-0.416958,1.53,3.972867,-2.0
4.953,-0.415424,1.534,3.959104,-2.0
4.954,-0.413887,1.5379,3.945295,-2.0
4.955,-0.412345,1.5419,3.931442,-2.0
4.956,-0.410799,1.5458,3.917544,-2.0
4.957,-0.409249,1.5497,3.903601,-2.0
4.958,-0.407696,1.5536,3.889614,-2.0
4.959,-0.406138,1.5575,3.875582,-2.0
4.96,-0.404577,1.5614,3.861506,-2.0
4.961,-0.403011,1.5653,3.847386,-2.0
4.962,-0.401442,1.5691,3.833222,-2.0
4.963,-0.399869,1.5729,3.819013,-2.0
4.964,-0.398293,1.5768,3.804761,-2.0
4.965,-0.396712,1.5806,3.790464,-2.0
4.966,-0.395128,1.5843,3.776124,-2.0
4.967,-0.39354,1.5881,3.76174,-2.0
4.968,-0.391948,1.5919,3.747313,-2.0
4.969,-0.390352,1.5956,3.732842,-2.0
4.97,-0.388753,1.5994,3.718328,-2.0
4.971,-0.38715,1.6031,3.70377,-2.0
4.972,-0.385543,1.6068,3.689169,-2.0
4.973,-0.383932,1.6105,3.674526,-2.0
4.974,-0.382318,1.6142,3.659839,-2.0
4.975,-0.3807,1.6178,3.645109,-2.0
4.976,-0.379079,1.6215,3.630337,-2.0
4.977,-0.377454,1.6251,3.615521,-2.0
4.978,-0.375825,1.6287,3.600664,-2.0
4.979,-0.374193,1.6323,3.585764,-2.0
4.98,-0.372557,1.6359,3.570821,-2.0
4.981,-0.370917,1.6395,3.555837,-2.0
4.982,-0.369274,1.643,3.54081,-2.0
4.983,-0.367628,1.6466,3.525741,-2.0
4.984,-0.365978,1.6501,3.510631,-2.0
4.985,-0.364324,1.6536,3.495479,-2.0
4.986,-0.362667,1.6571,3.480285,-2.0
4.987,-0.361007,1.6606,3.465049,-2.0
4.988,-0.359342,1.664,3.449773,-2.0
4.989,-0.357675,1.6675,3.434455,-2.0
4.99,-0.356004,1.6709,3.419096,-2.0
4.991,-0.35433,1.6743,3.403695,-2.0
4.992,-0.352652,1.6777,3.388254,-2.0
4.993,-0.350971,1.6811,3.372773,-2.0
4.994,-0.349286,1.6845,3.35725,-2.0
4.995,-0.347598,1.6879,3.341687,-2.0
4.996,-0.345907,1.6912,3.326084,-2.0
4.997,-0.344213,1.6945,3.310441,-2.0
4.998,-0.342515,1.6978,3.294757,-2.0
4.999,-0.340814,1.7011,3.279034,-2.0
5.0,-0.339109,1.7044,3.26327,-2.0
0.0,0.0524,6.2,-0.5134,6.2
0.001,0.058559,6.1995,-0.574139,6.2
0.002,0.064758,6.1989,-0.634835,6.2
0.003,0.070957,6.1983,-0.6955,6.2
0.004,0.077154,6.1976,-0.756131,6.2
0.005,0.083351,6.1968,-0.816726,6.2
0.006,0.089547,6.196,-0.877282,6.2
0.007,0.095742,6.1951,-0.937796,6.2
0.008,0.101936,6.1942,-0.998264,6.2
0.009,0.108129,6.1932,-1.058684,6.2
0.01,0.114322,6.1921,-1.119054,6.2
0.011,0.120513,6.191,-1.17937,6.2
0.012,0.126702,6.1898,-1.239628,6.2
0.013,0.132891,6.1886,-1.299828,6.2
0.014,0.139078,6.1873,-1.359965,6.2
0.015,0.145264,6.1859,-1.420037,6.2
0.016,0.151449,6.1845,-1.48004,6.2
0.017,0.157632,6.183,-1.539973,6.2
0.018,0.163813,6.1815,-1.599832,6.2
0.019,0.169993,6.1799,-1.659614,6.2
0.02,0.176172,6.1782,-1.719317,6.2
0.021,0.182348,6.1765,-1.778937,6.2
0.022,0.188523,6.1747,-1.838473,6.2
0.023,0.194696,6.1729,-1.897921,6.2
0.024,0.200867,6.171,-1.957278,6.2
0.025,0.207036,6.169,-2.016542,6.2
0.026,0.213203,6.167,-2.07571,6.2
0.027,0.219368,6.165,-2.134779,6.2
0.028,0.225531,6.1628,-2.193747,6.2
0.029,0.231691,6.1606,-2.25261,6.2
0.03,0.23785,6.1584,-2.311366,6.2
0.031,0.244006,6.1561,-2.370013,6.2
0.032,0.250159,6.1537,-2.428547,6.2
0.033,0.256311,6.1513,-2.486966,6.2
0.034,0.262459,6.1488,-2.545268,6.2
0.035,0.268606,6.1462,-2.603449,6.2
0.036,0.274749,6.1436,-2.661508,6.2
0.037,0.28089,6.141,-2.71944,6.2
0.038,0.287028,6.1382,-2.777245,6.2
0.039,0.293164,6.1355,-2.834919,6.2
0.04,0.299297,6.1326,-2.89246,6.2
0.041,0.305426,6.1297,-2.949865,6.2
0.042,0.311553,6.1268,-3.007131,6.2
0.043,0.317677,6.1238,-3.064257,6.2
0.044,0.323798,6.1207,-3.121239,6.2
0.045,0.329915,6.1176,-3.178075,6.2
0.046,0.33603,6.1144,-3.234763,6.2
0.047,0.342141,6.1112,-3.2913,6.2
0.048,0.348249,6.1079,-3.347684,6.2
0.049,0.354353,6.1045,-3.403912,6.2
0.05,0.360454,6.1011,-3.459982,6.2
0.051,0.366552,6.0977,-3.515891,6.2
0.052,0.372646,6.0942,-3.571638,6.2
0.053,0.378737,6.0906,-3.627219,6.2
0.054,0.384824,6.087,-3.682633,6.2
0.055,0.390907,6.0833,-3.737877,6.2
0.056,0.396987,6.0795,-3.792949,6.2
0.057,0.403062,6.0758,-3.847847,6.2
0.058,0.409134,6.0719,-3.902567,6.2
0.059,0.415202,6.068,-3.957109,6.2
0.06,0.421266,6.064,-4.01147,6.2
0.061,0.427326,6.06,-4.065648,6.2
0.062,0.433382,6.056,-4.11964,6.2
0.063,0.439434,6.0519,-4.173444,6.2
0.064,0.445482,6.0477,-4.227058,6.2
0.065,0.451525,6.0435,-4.280481,6.2
0.066,0.457565,6.0392,-4.33371,6.2
0.067,0.463599,6.0348,-4.386742,6.2
0.068,0.46963,6.0305,-4.439576,6.2
0.069,0.475656,6.026,-4.492211,6.2
0.07,0.481677,6.0215,-4.544643,6.2
0.071,0.487694,6.017,-4.596871,6.2
0.072,0.493707,6.0124,-4.648892,6.2
0.073,0.499714,6.0077,-4.700706,6.2
0.074,0.505717,6.003,-4.75231,6.2
0.075,0.511716,5.9983,-4.803701,6.2
0.076,0.517709,5.9935,-4.854879,6.2
0.077,0.523698,5.9886,-4.905841,6.2
0.078,0.529682,5.9837,-4.956586,6.2
0.079,0.53566,5.9788,-5.007112,6.2
0.08,0.541634,5.9737,-5.057416,6.2
0.081,0.547603,5.9687,-5.107498,6.2
0.082,0.553566,5.9636,-5.157355,6.2
0.083,0.559525,5.9584,-5.206986,6.2
0.084,0.565478,5.9532,-5.256389,6.2
0.085,0.571426,5.948,-5.305562,6.2
0.086,0.577369,5.9427,-5.354504,6.2
0.087,0.583306,5.9373,-5.403212,6.2
0.088,0.589238,5.9319,-5.451687,6.2
0.089,0.595164,5.9264,-5.499925,6.2
0.09,0.601085,5.9209,-5.547926,6.2
0.091,0.607001,5.9154,-5.595687,6.2
0.092,0.61291,5.9098,-5.643208,6.2
0.093,0.618815,5.9042,-5.690486,6.2
0.094,0.624713,5.8985,-5.737521,6.2
0.095,0.630606,5.8927,-5.784311,6.2
0.096,0.636493,5.8869,-5.830854,6.2
0.097,0.642374,5.8811,-5.877149,6.2
0.098,0.648249,5.8752,-5.923195,6.2
0.099,0.654118,5.8693,-5.968991,6.2
0.1,0.659982,5.8633,-6.014535,6.2
0.101,0.665839,5.8573,-6.059825,6.2
0.102,0.67169,5.8513,-6.104861,6.2
0.103,0.677535,5.8452,-6.149642,6.2
0.104,0.683375,5.839,-6.194165,6.2
0.105,0.689207,5.8328,-6.238431,6.2
0.106,0.695034,5.8266,-6.282437,6.2
0.107,0.700854,5.8203,-6.326183,6.2
0.108,0.706668,5.814,-6.369667,6.2
0.109,0.712476,5.8076,-6.412889,6.2
0.11,0.718277,5.8012,-6.455847,6.2
0.111,0.724072,5.7947,-6.49854,6.2
0.112,0.72986,5.7882,-6.540968,6.2
0.113,0.735642,5.7817,-6.583128,6.2
0.114,0.741417,5.7751,-6.625022,6.2
0.115,0.747185,5.7685,-6.666646,6.2
0.116,0.752947,5.7618,-6.708001,6.2
0.117,0.758702,5.7551,-6.749086,6.2
0.118,0.764451,5.7484,-6.789899,6.2
0.119,0.770192,5.7416,-6.83044,6.2
0.12,0.775927,5.7347,-6.870708,6.2
0.121,0.781655,5.7279,-6.910702,6.2
0.122,0.787376,5.721,-6.950422,6.2
0.123,0.79309,5.714,-6.989866,6.2
0.124,0.798797,5.707,-7.029035,6.2
0.125,0.804497,5.7,-7.067926,6.2
0.126,0.81019,5.6929,-7.10654,6.2
0.127,0.815876,5.6858,-7.144877,6.2
0.128,0.821554,5.6787,-7.182934,6.2
0.129,0.827226,5.6715,-7.220712,6.2
0.13,0.83289,5.6643,-7.25821,6.2
0.131,0.838547,5.657,-7.295428,6.2
0.132,0.844197,5.6497,-7.332364,6.2
0.133,0.849839,5.6424,-7.369019,6.2
0.134,0.855474,5.635,-7.405392,6.2
0.135,0.861102,5.6276,-7.441483,6.2
0.136,0.866722,5.6202,-7.47729,6.2
0.137,0.872335,5.6127,-7.512815,6.2
0.138,0.87794,5.6052,-7.548055,6.2
0.139,0.883537,5.5976,-7.583012,6.2
0.14,0.889128,5.5901,-7.617684,6.2
0.141,0.89471,5.5824,-7.652071,6.2
0.142,0.900285,5.5748,-7.686173,6.2
0.143,0.905852,5.5671,-7.71999,6.2
0.144,0.911411,5.5594,-7.753521,6.2
0.145,0.916963,5.5516,-7.786766,6.2
0.146,0.922507,5.5438,-7.819725,6.2
0.147,0.928043,5.536,-7.852397,6.2
0.148,0.933571,5.5282,-7.884783,6.2
0.149,0.939091,5.5203,-7.916883,6.2
0.15,0.944603,5.5124,-7.948696,6.2
0.151,0.950108,5.5044,-7.980222,6.2
0.152,0.955604,5.4964,-8.011461,6.2
0.153,0.961093,5.4884,-8.042412,6.2
0.154,0.966573,5.4804,-8.073077,6.2
0.155,0.972045,5.4723,-8.103455,6.2
0.156,0.97751,5.4642,-8.133546,6.2
0.157,0.982966,5.4561,-8.163349,6.2
0.158,0.988414,5.4479,-8.192865,6.2
0.159,0.993853,5.4397,-8.222095,6.2
0.16,0.999285,5.4315,-8.251037,6.2
0.161,1.004708,5.4232,-8.279693,6.2
0.162,1.010123,5.415,-8.308062,6.2
0.163,1.01553,5.4067,-8.336144,6.2
0.164,1.020928,5.3983,-8.36394,6.2
0.165,1.026318,5.39,-8.39145,6.2
0.166,1.031699,5.3816,-8.418674,6.2
0.167,1.037073,5.3731,-8.445612,6.2
0.168,1.042437,5.3647,-8.472264,6.2
0.169,1.047794,5.3562,-8.498631,6.2
0.17,1.053141,5.3477,-8.524713,6.2
0.171,1.05848,5.3392,-8.55051,6.2
0.172,1.063811,5.3306,-8.576022,6.2
0.173,1.069133,5.3221,-8.601251,6.2
0.174,1.074447,5.3135,-8.626196,6.2
0.175,1.079751,5.3048,-8.650857,6.2
0.176,1.085048,5.2962,-8.675235,6.2
0.177,1.090335,5.2875,-8.69933,6.2
0.178,1.095614,5.2788,-8.723144,6.2
0.179,1.100884,5.2701,-8.746675,6.2
0.18,1.106145,5.2614,-8.769925,6.2
0.181,1.111398,5.2526,-8.792894,6.2
0.182,1.116642,5.2438,-8.815583,6.2
0.183,1.121877,5.235,-8.837991,6.2
0.184,1.127103,5.2261,-8.860121,6.2
0.185,1.13232,5.2173,-8.881971,6.2
0.186,1.137529,5.2084,-8.903543,6.2
0.187,1.142728,5.1995,-8.924837,6.2
0.188,1.147919,5.1906,-8.945854,6.2
0.189,1.1531,5.1816,-8.966595,6.2
0.19,1.158273,5.1727,-8.987059,6.2
0.191,1.163437,5.1637,-9.007248,6.2
0.192,1.168591,5.1547,-9.027163,6.2
0.193,1.173737,5.1456,-9.046803,6.2
0.194,1.178873,5.1366,-9.06617,6.2
0.195,1.184001,5.1275,-9.085263,6.2
0.196,1.189119,5.1184,-9.104085,6.2
0.197,1.194229,5.1093,-9.122636,6.2
0.198,1.199329,5.1002,-9.140916,6.2
0.199,1.20442,5.0911,-9.158926,6.2
0.2,1.209502,5.0819,-9.176667,6.2
0.201,1.214575,5.0727,-9.194139,6.2
0.202,1.219638,5.0635,-9.211344,6.2
0.203,1.224692,5.0543,-9.228282,6.2
0.204,1.229738,5.0451,-9.244954,6.2
0.205,1.234773,5.0358,-9.261361,6.2
0.206,1.2398,5.0266,-9.277504,6.2
0.207,1.244817,5.0173,-9.293383,6.2
0.208,1.249825,5.008,-9.308999,6.2
0.209,1.254824,4.9987,-9.324353,6.2
0.21,1.259813,4.9894,-9.339446,6.2
0.211,1.264793,4.98,-9.35428,6.2
0.212,1.269764,4.9707,-9.368854,6.2
0.213,1.274726,4.9613,-9.383169,6.2
0.214,1.279677,4.9519,-9.397228,6.2
0.215,1.28462,4.9425,-9.41103,6.2
0.216,1.289553,4.9331,-9.424576,6.2
0.217,1.294477,4.9237,-9.437868,6.2
0.218,1.299391,4.9143,-9.450906,6.2
0.219,1.304296,4.9048,-9.463692,6.2
0.22,1.309191,4.8954,-9.476226,6.2
0.221,1.314077,4.8859,-9.488509,6.2
0.222,1.318954,4.8764,-9.500542,6.2
0.223,1.32382,4.8669,-9.512327,6.2
0.224,1.328678,4.8574,-9.523864,6.2
0.225,1.333526,4.8479,-9.535154,6.2
0.226,1.338364,4.8383,-9.546199,6.2
0.227,1.343193,4.8288,-9.556999,6.2
0.228,1.348012,4.8192,-9.567556,6.2
0.229,1.352822,4.8096,-9.57787,6.2
0.23,1.357622,4.8001,-9.587943,6.2
0.231,1.362412,4.7905,-9.597775,6.2
0.232,1.367193,4.7809,-9.607368,6.2
0.233,1.371964,4.7713,-9.616723,6.2
0.234,1.376726,4.7617,-9.625841,6.2
0.235,1.381478,4.752,-9.634722,6.2
0.236,1.38622,4.7424,-9.643369,6.2
0.237,1.390953,4.7328,-9.651782,6.2
0.238,1.395676,4.7231,-9.659962,6.2
0.239,1.40039,4.7134,-9.667911,6.2
0.24,1.405093,4.7038,-9.675629,6.2
0.241,1.409788,4.6941,-9.683118,6.2
0.242,1.414472,4.6844,-9.690379,6.2
0.243,1.419147,4.6747,-9.697413,6.2
0.244,1.423812,4.665,-9.704221,6.2
0.245,1.428467,4.6553,-9.710804,6.2
0.246,1.433113,4.6456,-9.717164,6.2
0.247,1.437749,4.6359,-9.723301,6.2
0.248,1.442375,4.6262,-9.729217,6.2
0.249,1.446991,4.6164,-9.734914,6.2
0.25,1.451598,4.6067,-9.740391,6.2
0.251,1.456195,4.597,-9.745651,6.2
0.252,1.460782,4.5872,-9.750694,6.2
0.253,1.46536,4.5775,-9.755522,6.2
0.254,1.469927,4.5677,-9.760136,6.2
0.255,1.474485,4.558,-9.764537,6.2
0.256,1.479033,4.5482,-9.768727,6.2
0.257,1.483572,4.5384,-9.772706,6.2
0.258,1.4881,4.5286,-9.776476,6.2
0.259,1.492619,4.5189,-9.780038,6.2
0.26,1.497128,4.5091,-9.783393,6.2
0.261,1.501628,4.4993,-9.786542,6.2
0.262,1.506117,4.4895,-9.789488,6.2
0.263,1.510597,4.4797,-9.79223,6.2
0.264,1.515067,4.4699,-9.79477,6.2
0.265,1.519527,4.4601,-9.79711,6.2
0.266,1.523977,4.4503,-9.79925,6.2
0.267,1.528418,4.4406,-9.801192,6.2
0.268,1.532849,4.4307,-9.802938,6.2
0.269,1.53727,4.4209,-9.804487,6.2
0.27,1.541681,4.4111,-9.805842,6.2
0.271,1.546082,4.4013,-9.807004,6.2
0.272,1.550474,4.3915,-9.807974,6.2
0.273,1.554855,4.3817,-9.808754,6.2
